Geography,Retailer Store Number,Banner Name,TDLinx,Speedway Store ID ,Street Address,City,State Code,County,ZIP Code,Latitude,Longitude,DXID
45439 31 SOUTHEAST CATAWBA ROAD PORT CLINTON OH 43452,45439,Speedway ,1579666,5410,31 SOUTHEAST CATAWBA ROAD,PORT CLINTON,OH,OTTAWA                ,43452,41.5234,-82.8584,
45430 1894 WEST MAIN STREET TROY OH 45373,45430,Speedway ,446086,5298,1894 WEST MAIN STREET    ,TROY,OH,MIAMI                 ,45373,40.0553,-84.24,999BPLT
45285 976 SCIOTO STREET URBANA OH 43078,45285,Speedway ,904836,3368,976 SCIOTO STREET        ,URBANA,OH,CHAMPAIGN             ,43078,40.1063,-83.7276,999QR9D
45339 9 N CLEVELAND MASSILLON AKRON OH 44333,45339,Speedway ,151434,3636,9 N CLEVELAND MASSILLON  ,AKRON,OH,SUMMIT                ,44333,41.1362,-81.6371,99APCN2
45238 10 NORTH BRIDGE STREET CHILLICOTHE OH 45601,45238,Speedway ,442731,1206,10 NORTH BRIDGE STREET   ,CHILLICOTHE,OH,ROSS                  ,45601,39.3348,-82.9746,999QSSB
45389 4950 BURKHARDT ROAD RIVERSIDE OH 45431,45389,Speedway ,442798,5079,4950 BURKHARDT ROAD      ,RIVERSIDE,OH,MONTGOMERY            ,45431,39.7591,-84.1201,99ATM0E
45241 6175 EAST LIVINGSTON AVE COLUMBUS OH 43232,45241,Speedway ,442783,1216,6175 EAST LIVINGSTON AVE ,COLUMBUS,OH,FRANKLIN              ,43232,39.9416,-82.8307,999GKLR
45398 6312 EAST MAIN STREET REYNOLDSBURG OH 43068,45398,Speedway ,445878,5123,6312 EAST MAIN STREET    ,REYNOLDSBURG,OH,FRANKLIN              ,43068,39.9552,-82.8292,99AVNGM
47199 1165 SOUTH HIGH STREET COLUMBUS OH 43206,47199,Speedway ,446297,9751,1165 SOUTH HIGH STREET   ,COLUMBUS,OH,FRANKLIN              ,43206,39.9381,-82.9966,99AVNA1
45583 2122 NAVARRE ROAD SW CANTON OH 44706,45583,Speedway ,442728,9399,2122 NAVARRE ROAD SW     ,CANTON,OH,STARK                 ,44706,40.786,-81.3978,999QSQN
45478 1501 ST MARYS RD SIDNEY OH 45365,45478,Speedway ,1644653,8018,1501 ST MARYS RD         ,SIDNEY,OH,SHELBY                ,45365,40.3029,-84.1644,999BPJY
45585 175 WEST STATE STREET SALEM OH 44460,45585,Speedway ,445889,9401,175 WEST STATE STREET    ,SALEM,OH,COLUMBIANA            ,44460,40.9009,-80.8577,999QQW2
46761 30805 DETROIT ROAD WESTLAKE OH 44145,46761,Speedway ,446157,5404,30805 DETROIT ROAD       ,WESTLAKE,OH,CUYAHOGA              ,44145,41.4606,-81.9614,999QT5C
45286 5050 URBANA ROAD SPRINGFIELD OH 45502,45286,Speedway ,697096,3369,5050 URBANA ROAD         ,SPRINGFIELD,OH,CLARK                 ,45502,39.9977,-83.8004,99CB0J4
45441 8352 BEECHMONT AVENUE CINCINNATI OH 45255,45441,Speedway ,442741,5416,8352 BEECHMONT AVENUE    ,CINCINNATI,OH,HAMILTON              ,45255,39.0727,-84.3231,999QSAS
47061 596 COLUMBUS AVENUE LEBANON OH 45036,47061,Speedway ,968732,8626,596 COLUMBUS AVENUE      ,LEBANON,OH,WARREN                ,45036,39.4404,-84.196,99AQOSX
45283 38700 MENTOR AVENUE WILLOUGHBY OH 44094,45283,Speedway ,177449,3350,38700 MENTOR AVENUE      ,WILLOUGHBY,OH,LAKE                  ,44094,41.644,-81.394,999QQBS
45321 108 WEST MCPHERSON HWY CLYDE OH 43410,45321,Speedway ,138645,3606,108 WEST MCPHERSON HWY   ,CLYDE,OH,SANDUSKY              ,43410,41.3098,-82.9754,999BOMQ
47143 770 POLARIS PARKWAY LEWIS CENTER OH 43035,47143,Speedway ,903370,9376,770 POLARIS PARKWAY      ,LEWIS CENTER,OH,DELAWARE              ,43035,40.151,-82.9982,99BX7YO
45421 10270 SPRINGFIELD PIKE WOODLAWN OH 45215,45421,Speedway ,515203,5265,10270 SPRINGFIELD PIKE   ,WOODLAWN,OH,HAMILTON              ,45215,39.255,-84.4695,999QRE2
45237 3006 NOE BIXBY ROAD COLUMBUS OH 43232,45237,Speedway ,151378,1205,3006 NOE BIXBY ROAD      ,COLUMBUS,OH,FRANKLIN              ,43232,39.9151,-82.8629,999X224
45523 1470 EAST MAIN STREET LANCASTER OH 43130,45523,Speedway ,272829,9179,1470 EAST MAIN STREET    ,LANCASTER,OH,FAIRFIELD             ,43130,39.71377,-82.57285,999S0JJ
45276 1442 NORTH CASSADY AVENUE COLUMBUS OH 43219,45276,Speedway ,2206112,3323,1442 NORTH CASSADY AVENUE,COLUMBUS,OH,FRANKLIN              ,43219,40.0003,-82.9294,99BRENG
45347 8231 COLUMBIA ROAD OLMSTED FALLS OH 44138,45347,Speedway ,177458,3654,8231 COLUMBIA ROAD       ,OLMSTED FALLS,OH,CUYAHOGA              ,44138,41.3724,-81.9017,999QQB1
45184 360 SOUTH STATE STREET WESTERVILLE OH 43081,45184,Speedway ,446162,1028,360 SOUTH STATE STREET   ,WESTERVILLE,OH,FRANKLIN              ,43081,40.1165,-82.928,999QPOZ
45179 10440 LOVELAND MADEIRA RD LOVELAND OH 45140,45179,Speedway ,594459,1009,10440 LOVELAND MADEIRA RD,LOVELAND,OH,CLERMONT              ,45140,39.248,-84.2965,99C2A49
45562 3616 RIVERSIDE DRIVE COLUMBUS OH 43221,45562,Speedway ,480269,9313,3616 RIVERSIDE DRIVE     ,COLUMBUS,OH,FRANKLIN              ,43221,40.0271,-83.091,999MCTR
45178 1314 EAST MAIN STREET SPRINGFIELD OH 45503,45178,Speedway ,151353,1005,1314 EAST MAIN STREET    ,SPRINGFIELD,OH,CLARK                 ,45503,39.92402,-83.78899,999QT1P
45369 1717 LIBERTY AVENUE IRONTON OH 45638,45369,Speedway ,975891,3718,1717 LIBERTY AVENUE      ,IRONTON,OH,LAWRENCE              ,45638,38.5264,-82.6663,99AQR0L
45475 759 HEBRON RD HEATH OH 43056,45475,Speedway ,300612,8015,759 HEBRON RD            ,HEATH,OH,LICKING               ,43056,40.0312,-82.4384,99CF74C
45447 7960 CLEVELAND AVENUE NW NORTH CANTON OH 44720,45447,Speedway ,410991,6237,7960 CLEVELAND AVENUE NW ,NORTH CANTON,OH,STARK                 ,44720,40.9017,-81.4058,99AWXW3
45594 2713 WILLIAMS AVENUE CINCINNATI OH 45209,45594,Speedway ,218524,9582,2713 WILLIAMS AVENUE     ,CINCINNATI,OH,HAMILTON              ,45209,39.1521,-84.4428,999QQ7H
45514 3233 REFUGEE ROAD COLUMBUS OH 43232,45514,Speedway ,247254,9165,3233 REFUGEE ROAD        ,COLUMBUS,OH,FRANKLIN              ,43232,39.9173,-82.9151,999X4HS
47133 5984 SAWMILL ROAD DUBLIN OH 43017,47133,Speedway ,480254,9283,5984 SAWMILL ROAD        ,DUBLIN,OH,FRANKLIN              ,43017,40.0885,-83.0912,999X381
45450 11099 STATE ROUTE 212 NE BOLIVAR OH 44612,45450,Speedway ,935341,6241,11099 STATE ROUTE 212 NE ,BOLIVAR,OH,TUSCARAWAS            ,44612,40.6408,-81.4442,99B8D27
45525 400 MUSKINGUM DRIVE MARIETTA OH 45750,45525,Speedway ,288726,9185,400 MUSKINGUM DRIVE      ,MARIETTA,OH,WASHINGTON            ,45750,39.443,-81.4594,999BPH3
45549 1505 HARRISBURG PIKE COLUMBUS OH 43223,45549,Speedway ,446298,9268,1505 HARRISBURG PIKE     ,COLUMBUS,OH,FRANKLIN              ,43223,39.92708,-83.05705,999BPGW
47142 1626 WEST 5TH AVENUE COLUMBUS OH 43212,47142,Speedway ,791724,9371,1626 WEST 5TH AVENUE     ,COLUMBUS,OH,FRANKLIN              ,43212,39.98936,-83.04975,999BPHH
45607 113 NORTH MAIN STREET CENTERVILLE OH 45459,45607,Speedway ,272868,9632,113 NORTH MAIN STREET    ,CENTERVILLE,OH,MONTGOMERY            ,45459,39.6312,-84.1589,999BPPV
45565 1219 S PENNSYLVANIA AVE WELLSTON OH 45692,45565,Speedway ,702363,9335,1219 S PENNSYLVANIA AVE  ,WELLSTON,OH,JACKSON               ,45692,39.1127,-82.5346,999MHJ1
45498 1000 CHERRY VALLEY RD SE GRANVILLE OH 43055,45498,Speedway ,2080757,8640,1000 CHERRY VALLEY RD SE ,GRANVILLE,OH,LICKING               ,43055,40.0549,-82.4816,99B7A5T
45337 293 EAST MARKET STREET AKRON OH 44308,45337,Speedway ,151431,3634,293 EAST MARKET STREET   ,AKRON,OH,SUMMIT                ,44308,41.0821,-81.5081,99B22EO
45396 5657 CLEVELAND AVENUE COLUMBUS OH 43231,45396,Speedway ,442758,5117,5657 CLEVELAND AVENUE    ,COLUMBUS,OH,FRANKLIN              ,43231,40.0856,-82.9512,999QQDL
45491 895 LORAIN BOULEVARD ELYRIA OH 44035,45491,Speedway ,1471646,8556,895 LORAIN BOULEVARD     ,ELYRIA,OH,LORAIN                ,44035,41.3846,-82.1165,99B1CCT
45579 4967 PORTAGE STREET NW NORTH CANTON OH 44720,45579,Speedway ,903362,9379,4967 PORTAGE STREET NW   ,NORTH CANTON,OH,STARK                 ,44720,40.8797,-81.4407,999BPHJ
45316 5430 MONROE STREET TOLEDO OH 43623,45316,Speedway ,446067,3556,5430 MONROE STREET       ,TOLEDO,OH,LUCAS                 ,43623,41.7056,-83.6628,999BPNU
45482 600 E SANDUSKY AVE BELLEFONTAINE OH 43311,45482,Speedway ,300575,8022,600 E SANDUSKY AVE       ,BELLEFONTAINE,OH,LOGAN                 ,43311,40.36357,-83.74821,99CFNCO
45268 29201 EUCLID AVENUE WICKLIFFE OH 44092,45268,Speedway ,446180,3027,29201 EUCLID AVENUE      ,WICKLIFFE,OH,LAKE                  ,44092,41.6052,-81.47592,999QQBW
45256 131 LONDON ROAD DELAWARE OH 43015,45256,Speedway ,445022,1404,131 LONDON ROAD          ,DELAWARE,OH,DELAWARE              ,43015,40.29029,-83.07352,999QP5H
45592 735 OHIO PIKE WITHAMSVILLE OH 45245,45592,Speedway ,272798,9579,735 OHIO PIKE            ,WITHAMSVILLE,OH,CLERMONT              ,45245,39.065,-84.2861,999HYXN
45302 10769 NORTH STREET GARRETTSVILLE OH 44231,45302,Speedway ,218095,3505,10769 NORTH STREET       ,GARRETTSVILLE,OH,PORTAGE               ,44231,41.2857,-81.0988,999BPNO
45271 7340 LAKE SHORE BOULEVARD MENTOR OH 44060,45271,Speedway ,445231,3083,7340 LAKE SHORE BOULEVARD,MENTOR,OH,LAKE                  ,44060,41.7005,-81.3782,999BPMW
45480 1605 E WYANDOT AVE UPPER SANDUSKY OH 43351,45480,Speedway ,300607,8020,1605 E WYANDOT AVE       ,UPPER SANDUSKY,OH,WYANDOT               ,43351,40.8333,-83.24475,99CF748
47132 111 NORTH MAYSVILLE AVE SOUTH ZANESVILLE OH 43701,47132,Speedway ,519216,9279,111 NORTH MAYSVILLE AVE  ,SOUTH ZANESVILLE,OH,MUSKINGUM             ,43701,39.9074,-82.0182,999BPOT
45486 4830 NORTH HAMILTON ROAD COLUMBUS OH 43230,45486,Speedway ,973216,8345,4830 NORTH HAMILTON ROAD ,COLUMBUS,OH,FRANKLIN              ,43230,40.0559,-82.8634,99AOABO
45629 497 GENERAL HARTINGER PKW MIDDLEPORT OH 45760,45629,Speedway ,65858,9769,497 GENERAL HARTINGER PKW,MIDDLEPORT,OH,MEIGS                 ,45760,38.9967,-82.0558,999HZ0S
45215 900 NORTH COURT STREET MEDINA OH 44256,45215,Speedway ,151373,1168,900 NORTH COURT STREET   ,MEDINA,OH,MEDINA                ,44256,41.15164,-81.86269,999MBNY
45192 715 BROWN ROAD COLUMBUS OH 43223,45192,Speedway ,442772,1076,715 BROWN ROAD           ,COLUMBUS,OH,FRANKLIN              ,43223,39.9428,-83.0376,999QQX5
46795 8720 WAYNESBURG DRIVE SE WAYNESBURG OH 44688,46795,Speedway ,1439641,6239,8720 WAYNESBURG DRIVE SE ,WAYNESBURG,OH,STARK                 ,44688,40.6759,-81.2593,99BP8BG
45425 4232 CEMETERY ROAD HILLIARD OH 43026,45425,Speedway ,445180,5274,4232 CEMETERY ROAD       ,HILLIARD,OH,FRANKLIN              ,43026,40.0328,-83.1297,999X3CE
45524 907 SPRINGMILL STREET MANSFIELD OH 44906,45524,Speedway ,322644,9183,907 SPRINGMILL STREET    ,MANSFIELD,OH,RICHLAND              ,44906,40.7837,-82.5472,999QRB5
45315 3535 MASSILLON ROAD UNIONTOWN OH 44685,45315,Speedway ,446092,3555,3535 MASSILLON ROAD      ,UNIONTOWN,OH,SUMMIT                ,44685,40.9651,-81.4645,99ABX2T
45230 7397 TYLERSVILLE ROAD WEST CHESTER OH 45069,45230,Speedway ,446153,1197,7397 TYLERSVILLE ROAD    ,WEST CHESTER,OH,BUTLER                ,45069,39.3545,-84.3757,99AXO4I
45505 4332 HILLS & DALES RD NW CANTON OH 44708,45505,Speedway ,639209,9110,4332 HILLS & DALES RD NW ,CANTON,OH,STARK                 ,44708,40.8328,-81.4236,99CRWPO
45326 145 EAST INDIANA AVENUE PERRYSBURG OH 43551,45326,Speedway ,445266,3614,145 EAST INDIANA AVENUE  ,PERRYSBURG,OH,WOOD                  ,43551,41.5579,-83.6263,999QQBG
45488 400 NORTH SANDUSKY AVENUE BUCYRUS OH 44820,45488,Speedway ,893644,8493,400 NORTH SANDUSKY AVENUE,BUCYRUS,OH,CRAWFORD              ,44820,40.8122,-82.9752,999QS1H
45574 3611 FISHINGER BOULEVARD COLUMBUS OH 43026,45574,Speedway ,702362,9356,3611 FISHINGER BOULEVARD ,COLUMBUS,OH,FRANKLIN              ,43026,40.0271,-83.1172,999BPPK
45612 5030 BATAVIA ROAD CINCINNATI OH 45244,45612,Speedway ,322681,9659,5030 BATAVIA ROAD        ,CINCINNATI,OH,HAMILTON              ,45244,39.1109,-84.3987,99ASKKL
45564 2619 CLEVELAND AVENUE SW CANTON OH 44707,45564,Speedway ,480278,9319,2619 CLEVELAND AVENUE SW ,CANTON,OH,STARK                 ,44707,40.7691,-81.3849,999QSQ2
45570 4555 WEST BROAD STREET LINCOLN VILLAGE OH 43228,45570,Speedway ,702359,9341,4555 WEST BROAD STREET   ,LINCOLN VILLAGE,OH,FRANKLIN              ,43228,39.95201,-83.1227,99AVNA0
45502 319 SOLIDA ROAD SOUTH POINT OH 45680,45502,Speedway ,65790,9043,319 SOLIDA ROAD          ,SOUTH POINT,OH,LAWRENCE              ,45680,38.4204,-82.5808,99AYQ8A
